["deep learning", 1947.753816140493]
["ecological statistics", 3.044522437723423]
["effective alternative", 3.044522437723423]
["effective constraints", 3.044522437723423]
["effective methodology", 3.044522437723423]
["effective regularizer", 3.044522437723423]
["ei algorithm performs", 3.044522437723423]
["electronicdomain msda", 3.044522437723423]
["eleven language tasks", 3.044522437723423]
["embedded technologies", 3.044522437723423]
["embedded vision tasks", 3.044522437723423]
["emerging applications", 3.044522437723423]
["emmy noether grant hu", 3.044522437723423]
["empirical evaluations", 3.044522437723423]
["empirical expectation", 3.044522437723423]
["empirical exploration", 3.044522437723423]
["empirical lowerbounds", 3.044522437723423]
["empirical performance", 3.044522437723423]
["empirical probability", 3.044522437723423]
["endtoend optimisation", 3.044522437723423]
["engineered algorithms", 3.044522437723423]
["englishspeaking world", 3.044522437723423]
["ensemble improvements", 3.044522437723423]
["ensemble tree methods", 3.044522437723423]
["entire feature matrix", 3.044522437723423]
["entire label sequence", 3.044522437723423]
["entire neural network", 3.044522437723423]
["entire source listing", 3.044522437723423]
["epidemic intelligence", 3.044522437723423]
["equivalent qp problem", 3.044522437723423]
["error bar corresponds", 3.044522437723423]
["essential assumptions", 3.044522437723423]
["evaluation measures e", 3.044522437723423]
["evaluation query sets", 3.044522437723423]
["evaluation strategies", 3.044522437723423]
["event dynamic systems", 3.044522437723423]
["evolutionary approach", 3.044522437723423]
["evolutionary robotics", 3.044522437723423]
["exact matching models", 3.044522437723423]
["exact object contours", 3.044522437723423]
["experimental evidence", 3.044522437723423]
["experimental paradigm", 3.044522437723423]
["experimental protocol", 3.044522437723423]
["experimental testbeds", 3.044522437723423]
["expert game databases", 3.044522437723423]
["explicit architecture", 3.044522437723423]
["exploitation tradeoff", 3.044522437723423]
["exploiting sparseness", 3.044522437723423]
["explosive development", 3.044522437723423]
["exponential functions", 3.044522437723423]
["exponential increases", 3.044522437723423]
["expressive efficiency", 3.044522437723423]
["expressive posteriors", 3.044522437723423]
["extensive comparisons", 3.044522437723423]
["external observations", 3.044522437723423]
["f0 contour prediction", 3.044522437723423]
["factorization process", 3.044522437723423]
["factorized prediction", 3.044522437723423]
["fast dropout approach", 3.044522437723423]
["fast iterative sparse", 3.044522437723423]
["fast local descriptor", 3.044522437723423]
["fast network hardware", 3.044522437723423]
["faster inference time", 3.044522437723423]
["faster model replicas", 3.044522437723423]
["faster modelselection", 3.044522437723423]
["faster specialization", 3.044522437723423]
["fcn skip architecture", 3.044522437723423]
["feature concatenation", 3.044522437723423]
["feature learning nips", 3.044522437723423]
["feature normalization", 3.044522437723423]
["feature preprocessors", 3.044522437723423]
["featurization process", 3.044522437723423]
["feedforward gpumpcnns", 3.044522437723423]
["feedforward operation", 3.044522437723423]
["feedforward predictor", 3.044522437723423]
["feedforward regressor", 3.044522437723423]
["feedforward weights w", 3.044522437723423]
["ferdinand de saussure", 3.044522437723423]
["final encoded feature", 3.044522437723423]
["final input character", 3.044522437723423]
["final refinement step", 3.044522437723423]
["final representations", 3.044522437723423]
["final stacking module", 3.044522437723423]
["finalcomplete version", 3.044522437723423]
["finegrained data sets", 3.044522437723423]
["finer state sequences", 3.044522437723423]
["finetuned performance", 3.044522437723423]
["finetuning strategies", 3.044522437723423]
["firstorder statistics", 3.044522437723423]
["fixed basis functions", 3.044522437723423]
["fixed bins boundaries", 3.044522437723423]
["fixed size vocabulary", 3.044522437723423]
["flat generative model", 3.044522437723423]
["flat versus hierarchy", 3.044522437723423]
["flexible distribution", 3.044522437723423]
["flexible ml framework", 3.044522437723423]
["flexible neighborhood", 3.044522437723423]
["fold cross validation", 3.044522437723423]
["followup publications", 3.044522437723423]
["forcedirected layouts", 3.044522437723423]
["forward propagation f", 3.044522437723423]
["fourth building block", 3.044522437723423]
["free unlabeled images", 3.044522437723423]
["frequency multipliers", 3.044522437723423]
["frequency versus rank", 3.044522437723423]
["frequencydomain norms", 3.044522437723423]
["frequentist estimator", 3.044522437723423]
["frst systematic study", 3.044522437723423]
["fufighters small size", 3.044522437723423]
["fukushima k cognitron", 3.044522437723423]
["full model evaluation", 3.044522437723423]
["fullpage optimization", 3.044522437723423]
["fullyadaptive feature", 3.044522437723423]
["function minimization", 3.044522437723423]
["function observations", 3.044522437723423]
["functional equivalent", 3.044522437723423]
["functional gradient c", 3.044522437723423]
["functional mri traces", 3.044522437723423]
["functional structures", 3.044522437723423]
["fundamental challenge", 3.044522437723423]
["future investigations", 3.044522437723423]
["gas management system", 3.044522437723423]
["gating configurations", 3.044522437723423]
["gaussian edge weights", 3.044522437723423]
["gaussian noise models", 3.044522437723423]
["gene integrates group", 3.044522437723423]
["general graph domains", 3.044522437723423]
["general linear models", 3.044522437723423]
["general relationships", 3.044522437723423]
["generalization aspect", 3.044522437723423]
["generalization scores", 3.044522437723423]
["generalized formalism", 3.044522437723423]
["generalized framework", 3.044522437723423]
["generated image pairs", 3.044522437723423]
["generative approaches", 3.044522437723423]
["generative capability", 3.044522437723423]
["generative entangling", 3.044522437723423]
["generic tl approaches", 3.044522437723423]
["genomewide prediction", 3.044522437723423]
["geographical distance", 3.044522437723423]
["geometric invariances", 3.044522437723423]
["geometric realization", 3.044522437723423]
["giant neural networks", 3.044522437723423]
["gigapixelsized images", 3.044522437723423]
["giraffes thecambridge", 3.044522437723423]
["gland versus nongland", 3.044522437723423]
["global representation", 3.044522437723423]
["global transform step", 3.044522437723423]
["good generative model", 3.044522437723423]
["good initial coverage", 3.044522437723423]
["good oversegmentation", 3.044522437723423]
["good ranking accuracy", 3.044522437723423]
["good retrieval system", 3.044522437723423]
["google phd fellowship", 3.044522437723423]
["google research grant", 3.044522437723423]
["googlenet incarnation", 3.044522437723423]
["governmental purposes", 3.044522437723423]
["gpudbn implementation", 3.044522437723423]
["gradient calculations", 3.044522437723423]
["gradient computations", 3.044522437723423]
["gradient descent rule", 3.044522437723423]
["gradient enhancements", 3.044522437723423]
["gradientbased machine", 3.044522437723423]
["gradientboosted trees", 3.044522437723423]
["gradientfree approach", 3.044522437723423]
["grammatical inference", 3.044522437723423]
["graphical explanation", 3.044522437723423]
["greater position bias", 3.044522437723423]
["greedy filter pruning", 3.044522437723423]
["grid search procedure", 3.044522437723423]
["ground truth category", 3.044522437723423]
["ground truth clusters", 3.044522437723423]
["ground truth contours", 3.044522437723423]
["ground truth creation", 3.044522437723423]
["ground truth instance", 3.044522437723423]
["ground truth location", 3.044522437723423]
["guaranteed invariance", 3.044522437723423]
["hardware friendliness", 3.044522437723423]
["hebbian learning rule", 3.044522437723423]
["hechtnielsen r theory", 3.044522437723423]
["hessian approximation", 3.044522437723423]
["heterogeneous network", 3.044522437723423]
["heterogeneous objects", 3.044522437723423]
["hidden encoding nodes", 3.044522437723423]
["hidden layer unitwise", 3.044522437723423]
["hidden state dynamics", 3.044522437723423]
["hidden variable model", 3.044522437723423]
["hierarchical approach", 3.044522437723423]
["hierarchical chunking", 3.044522437723423]
["hierarchical genotype", 3.044522437723423]
["hierarchical metrics6", 3.044522437723423]
["hierarchical taxonomy", 3.044522437723423]
["hierarchical versions", 3.044522437723423]
["high branching factor", 3.044522437723423]
["high resolution parts", 3.044522437723423]
["higher accuracy rates", 3.044522437723423]
["higher bit precisions", 3.044522437723423]
["higher dimensionality", 3.044522437723423]
["higher mortality risk", 3.044522437723423]
["higher order features", 3.044522437723423]
["higher scoring window", 3.044522437723423]
["higherlevel variables", 3.044522437723423]
["higherorder proximity", 3.044522437723423]
["highest ranked method", 3.044522437723423]
["highest reverse ratio", 3.044522437723423]
["highlayer information", 3.044522437723423]
["highlevel sideoutputs", 3.044522437723423]
["highorder correlation", 3.044522437723423]
["highorder eigen space", 3.044522437723423]
["highperformance model", 3.044522437723423]
["highperforming models", 3.044522437723423]
["highprofile successes", 3.044522437723423]
["highrisk applications", 3.044522437723423]
["histopathology slides", 3.044522437723423]
["hochschule fur chemie", 3.044522437723423]
["homography estimation", 3.044522437723423]
["hospital pacs dataset", 3.044522437723423]
["human motion modeling", 3.044522437723423]
["human world champions", 3.044522437723423]
["hybrid discriminative", 3.044522437723423]
["hyperparameter spaces", 3.044522437723423]
["hypothetical scenario", 3.044522437723423]
["iarpa janus benchmark", 3.044522437723423]
["identical autoencoder", 3.044522437723423]
["identical performance", 3.044522437723423]
["ieee data engineering", 3.044522437723423]
["ieee trans biomed eng", 3.044522437723423]
["ieee trans fuzzy syst", 3.044522437723423]
["ieee trans inf theory", 3.044522437723423]
["illconditioning issue", 3.044522437723423]
["illustration purposes", 3.044522437723423]
["illustrative encoding", 3.044522437723423]
["illustrative examples", 3.044522437723423]
["ilsvrc challenge data", 3.044522437723423]
["ilsvrc detection task", 3.044522437723423]
["image classifications", 3.044522437723423]
["image correspondences", 3.044522437723423]
["image courtesy m long", 3.044522437723423]
["image courtesy q yang", 3.044522437723423]
["imagenet cnn performs", 3.044522437723423]
["imagenet training set", 3.044522437723423]
["imagesentence dataset", 3.044522437723423]
["imagetoimage distance", 3.044522437723423]
["imagetoimage learning", 3.044522437723423]
["imagetoimage training", 3.044522437723423]
["imagevideo generation", 3.044522437723423]
["imagevideo modalities", 3.044522437723423]
["impleimage annotation", 3.044522437723423]
["implicit search space", 3.044522437723423]
["implicit vi algorithm", 3.044522437723423]
["important assumptions", 3.044522437723423]
["important determinant", 3.044522437723423]
["important future task", 3.044522437723423]
["important future work", 3.044522437723423]
["important grade pairs", 3.044522437723423]
["important observation", 3.044522437723423]
["important superiority", 3.044522437723423]
["impressive accuracies", 3.044522437723423]
["improved localization", 3.044522437723423]
["improving sl deep nns", 3.044522437723423]
["incoming feature maps", 3.044522437723423]
["incorrect conclusions", 3.044522437723423]
["incorrect predictions", 3.044522437723423]
["increased sensitivity", 3.044522437723423]
["incremental induction", 3.044522437723423]
["independent attribute", 3.044522437723423]
["independent densities", 3.044522437723423]
["independent parameter", 3.044522437723423]
["indepth understanding", 3.044522437723423]
["individual parameters", 3.044522437723423]
["indri4 implementation", 3.044522437723423]
["inferred class labels", 3.044522437723423]
["infinite vector space", 3.044522437723423]
["inflated expectations", 3.044522437723423]
["information computing", 3.044522437723423]
["information converges", 3.044522437723423]
["information criterion", 3.044522437723423]
["information forensics", 3.044522437723423]
["informative posterior", 3.044522437723423]
["initial configuration", 3.044522437723423]
["initial investigation", 3.044522437723423]
["initialization points", 3.044522437723423]
["input feature vectors", 3.044522437723423]
["input network weights", 3.044522437723423]
["input transformations", 3.044522437723423]
["insufficient accuracy", 3.044522437723423]
["insufficient learning", 3.044522437723423]
["intelligence research", 3.044522437723423]
["intelligent computing", 3.044522437723423]
["intensive experiments", 3.044522437723423]
["intent representation", 3.044522437723423]
["interest bounding box", 3.044522437723423]
["interesting data sets", 3.044522437723423]
["interesting departure", 3.044522437723423]
["interesting extension", 3.044522437723423]
["interesting locations", 3.044522437723423]
["interface diagramnode", 3.044522437723423]
["intermediate instance", 3.044522437723423]
["intermolecular forces", 3.044522437723423]
["international license", 3.044522437723423]
["interpolation kernels", 3.044522437723423]
["interpretable anymore", 3.044522437723423]
["interstitial patterns", 3.044522437723423]
["intractable integrals", 3.044522437723423]
["intriguing phenomenon", 3.044522437723423]
["intriguing properties", 3.044522437723423]
["intrinsic convolution", 3.044522437723423]
["intrinsic differences", 3.044522437723423]
["intrinsic relatedness", 3.044522437723423]
["introductory analysis", 3.044522437723423]
["introspective network", 3.044522437723423]
["inverse factorization", 3.044522437723423]
["investigated problems", 3.044522437723423]
["investigated stacking", 3.044522437723423]
["investigational drugs", 3.044522437723423]
["invited deep learning", 3.044522437723423]
["ir evaluation queries", 3.044522437723423]
["irrelevant attributes", 3.044522437723423]
["irrelevant background", 3.044522437723423]
["isocentric curvedness", 3.044522437723423]
["item page information", 3.044522437723423]
["iterative multidomain", 3.044522437723423]
["ith projection matrix", 3.044522437723423]
["j w2 ij  pτ 2 j w2 ij", 3.044522437723423]
["jdependent parameters", 3.044522437723423]
["jeansebastien senecal", 3.044522437723423]
["jigsaw puzzle problem", 3.044522437723423]
["john hertz foundation", 3.044522437723423]
["jose m chavesgonzalez", 3.044522437723423]
["jurisdictional claims", 3.044522437723423]
["k nonzero eigenvalues", 3.044522437723423]
["kamran ghasedi dizaji", 3.044522437723423]
["kernel hilbert spaces", 3.044522437723423]
["key vertex properties", 3.044522437723423]
["kirthevasan kandasamy", 3.044522437723423]
["knowledgebased source", 3.044522437723423]
["korean train data set", 3.044522437723423]
["l  l2nd  αl1st  νlreg", 3.044522437723423]
["l largest eigenvalues", 3.044522437723423]
["l2type regularization", 3.044522437723423]
["label term embeddings", 3.044522437723423]
["labeled source domain", 3.044522437723423]
["labeled target images", 3.044522437723423]
["labeling requirements", 3.044522437723423]
["ladder network shares", 3.044522437723423]
["language applications", 3.044522437723423]
["language model scores", 3.044522437723423]
["laplacian application", 3.044522437723423]
["large feedforward net", 3.044522437723423]
["large hadron collider", 3.044522437723423]
["large image databases", 3.044522437723423]
["large performance gap", 3.044522437723423]
["large receptive field", 3.044522437723423]
["large resource budget", 3.044522437723423]
["large scale benchmark", 3.044522437723423]
["large scale scenarios", 3.044522437723423]
["large structure edges", 3.044522437723423]
["larger gradient steps", 3.044522437723423]
["larger neural network", 3.044522437723423]
["largescale benchmarks", 3.044522437723423]
["largescale deployment", 3.044522437723423]
["largescale image sets", 3.044522437723423]
["largest learning rate", 3.044522437723423]
["latent embeddings rvi", 3.044522437723423]
["layer dropout network", 3.044522437723423]
["layer representations", 3.044522437723423]
["layerwise collections", 3.044522437723423]
["learned distributions", 3.044522437723423]
["learned parameter θss", 3.044522437723423]
["learned preprocessing", 3.044522437723423]
["learned relationships", 3.044522437723423]
["learning capabilities", 3.044522437723423]
["learning filter banks", 3.044522437723423]
["learning optical flow", 3.044522437723423]
["learning shape models", 3.044522437723423]
["learningtorank models", 3.044522437723423]
["leastsquare solutions", 3.044522437723423]
["leastsquares approach", 3.044522437723423]
["left singular vectors", 3.044522437723423]
["lesiontumor detection", 3.044522437723423]
["lesscommon components", 3.044522437723423]
["lexical term counting", 3.044522437723423]
["light gray background", 3.044522437723423]
["line detector filters", 3.044522437723423]
["linear interpolations", 3.044522437723423]
["linear model performs", 3.044522437723423]
["linear output readout", 3.044522437723423]
["linear reconstruction", 3.044522437723423]
["linear time algorithm", 3.044522437723423]
["lineartime estimators", 3.044522437723423]
["link prediction https", 3.044522437723423]
["lipophilicity dataset", 3.044522437723423]
["liquid state machines", 3.044522437723423]
["listwise ranking loss", 3.044522437723423]
["local backbone angles", 3.044522437723423]
["local graph structure", 3.044522437723423]
["local moment matching", 3.044522437723423]
["local private dataset", 3.044522437723423]
["local rounding errors", 3.044522437723423]
["local synchronization", 3.044522437723423]
["localization accuracy", 3.044522437723423]
["logfilter bank frames", 3.044522437723423]
["logistic nonlinearity", 3.044522437723423]
["long query train data", 3.044522437723423]
["longer representation", 3.044522437723423]
["longitudinal analysis", 3.044522437723423]
["longstanding ai tasks", 3.044522437723423]
["longstanding question", 3.044522437723423]
["longterm observations", 3.044522437723423]
["low dimensional space", 3.044522437723423]
["low final edge weight", 3.044522437723423]
["low level predictions", 3.044522437723423]
["lowdimensional letter", 3.044522437723423]
["lowdimensional vector", 3.044522437723423]
["lowerlevel sources si", 3.044522437723423]
["lowfrequency features", 3.044522437723423]
["lowlevel abstractions", 3.044522437723423]
["lowlevel cnn features", 3.044522437723423]
["lowresource scenarios", 3.044522437723423]
["lung cancer diagnosis", 3.044522437723423]
["lung cancer histology", 3.044522437723423]
["lung pattern analysis", 3.044522437723423]
["lung texture analysis", 3.044522437723423]
["lung texture patterns", 3.044522437723423]
["macaque visual cortex", 3.044522437723423]
["machine learning task", 3.044522437723423]
["machinelearned ranker", 3.044522437723423]
["magnitude spectrogram", 3.044522437723423]
["major research avenue", 3.044522437723423]
["mammography cad field", 3.044522437723423]
["markov model learning", 3.044522437723423]
["markovian chain model", 3.044522437723423]
["martin luther king jr", 3.044522437723423]
["mathematical modeling", 3.044522437723423]
["matrix equation ax xb", 3.044522437723423]
["matrix representation", 3.044522437723423]
["matrixvector notation", 3.044522437723423]
["max pooling operation", 3.044522437723423]
["maximal problem depth", 3.044522437723423]
["maximum stochasticity", 3.044522437723423]
["maxpooling strategies", 3.044522437723423]
["mcrbmdbnpretrained nn", 3.044522437723423]
["mdimensional subspace", 3.044522437723423]
["meaningful comparison", 3.044522437723423]
["meaningful embeddings", 3.044522437723423]
["mechanical properties", 3.044522437723423]
["medical imaging tasks", 3.044522437723423]
["medical imaging today", 3.044522437723423]
["membrane permeability", 3.044522437723423]
["memory aware synapses", 3.044522437723423]
["memory inefficiencies", 3.044522437723423]
["message passing phase", 3.044522437723423]
["method approximations", 3.044522437723423]
["method call sequences", 3.044522437723423]
["microscopybased point", 3.044522437723423]
["microsoft corporation", 3.044522437723423]
["military applications", 3.044522437723423]
["military surveillance", 3.044522437723423]
["milliondollar machine", 3.044522437723423]
["minibatches converges", 3.044522437723423]
["minicolumn consisting", 3.044522437723423]
["minimax objective min", 3.044522437723423]
["minimization problems", 3.044522437723423]
["minimum entropy codes", 3.044522437723423]
["minivalidation images", 3.044522437723423]
["minor differences wrt", 3.044522437723423]
["mins general chatbots", 3.044522437723423]
["mixedmultisource data", 3.044522437723423]
["mixture model network", 3.044522437723423]
["model hyperparameters", 3.044522437723423]
["model initializations", 3.044522437723423]
["model parameter space", 3.044522437723423]
["model specific design", 3.044522437723423]
["model validation part", 3.044522437723423]
["modelbased approaches", 3.044522437723423]
["modeling human motion", 3.044522437723423]
["modelmodel regression", 3.044522437723423]
["modern post2000 sense", 3.044522437723423]
["modern search engines", 3.044522437723423]
["molecular data scores", 3.044522437723423]
["monte carlo estimates", 3.044522437723423]
["mth balance parameter", 3.044522437723423]
["multiattribute spaces", 3.044522437723423]
["multichannel shopping", 3.044522437723423]
["multiclass accuracies", 3.044522437723423]
["multiclass candidates", 3.044522437723423]
["multiclass extensions", 3.044522437723423]
["multiclass techniques", 3.044522437723423]
["multicomponent scheme", 3.044522437723423]
["multicore parallelism", 3.044522437723423]
["multidimensional rnns", 3.044522437723423]
["multilabel prediction", 3.044522437723423]
["multilayer perception", 3.044522437723423]
["multimodal perception", 3.044522437723423]
["multimodal prediction", 3.044522437723423]
["multiple convolutions", 3.044522437723423]
["multiple data corpora", 3.044522437723423]
["multiple feature maps", 3.044522437723423]
["multiple imagesvideos", 3.044522437723423]
["multiple input frames", 3.044522437723423]
["multiple spike coding", 3.044522437723423]
["multiple visual parts", 3.044522437723423]
["multiplicative factor", 3.044522437723423]
["multiplicative scalar", 3.044522437723423]
["multiscale processing", 3.044522437723423]
["multisource da models", 3.044522437723423]
["multisource extension", 3.044522437723423]
["multiview observation", 3.044522437723423]
["naive implementations", 3.044522437723423]
["names query test data", 3.044522437723423]
["natural followup step", 3.044522437723423]
["natural image dataset", 3.044522437723423]
["natural parameter ηzj", 3.044522437723423]
["natural scene parsing", 3.044522437723423]
["nearby configurations", 3.044522437723423]
["nearoptimal algorithm", 3.044522437723423]
["negative image domain", 3.044522437723423]
["nested edge technique", 3.044522437723423]
["netherlands institute", 3.044522437723423]
["network allcnn deeply", 3.044522437723423]
["network output values", 3.044522437723423]
["neural architechtures", 3.044522437723423]
["neural decision trees", 3.044522437723423]
["neural network design", 3.044522437723423]
["neural network layers", 3.044522437723423]
["neural network parser", 3.044522437723423]
["neural network sensor", 3.044522437723423]
["neural network system", 3.044522437723423]
["neural network upward", 3.044522437723423]
["neural networks today", 3.044522437723423]
["neural style transfer", 3.044522437723423]
["neuromorphic datasets", 3.044522437723423]
["neuromorphic hardware", 3.044522437723423]
["neuronal spike trains", 3.044522437723423]
["neuroscience research", 3.044522437723423]
["nnspecific discussion", 3.044522437723423]
["noise distribution pn", 3.044522437723423]
["noise level increases", 3.044522437723423]
["noise robust subspace", 3.044522437723423]
["noised empirical loss", 3.044522437723423]
["noised feature vector", 3.044522437723423]
["noiserobust automatic", 3.044522437723423]
["noisy input sequences", 3.044522437723423]
["noisy weight encoding", 3.044522437723423]
["nonadaptation methods", 3.044522437723423]
["nonlinear activations", 3.044522437723423]
["nonlinear classifiers", 3.044522437723423]
["nonlinear deep models", 3.044522437723423]
["nonlinear ltr methods", 3.044522437723423]
["nonlinear projections", 3.044522437723423]
["nonlinearity function", 3.044522437723423]
["nonlocal dependencies", 3.044522437723423]
["nonoverlapping groups", 3.044522437723423]
["nonparametric version", 3.044522437723423]
["nonpretrained results", 3.044522437723423]
["nonrigid registration", 3.044522437723423]
["nonsaturating neurons", 3.044522437723423]
["nonsimilar categories", 3.044522437723423]
["nonstop puzzle action", 3.044522437723423]
["normal behavior model", 3.044522437723423]
["normalization schemes", 3.044522437723423]
["nsf awards iis1216528", 3.044522437723423]
["nsf awards iis1615706", 3.044522437723423]
["nsf grants dbi1060572", 3.044522437723423]
["nterm matching signal", 3.044522437723423]
["numberofclasses trees", 3.044522437723423]
["numerical calculation", 3.044522437723423]
["numerical instability", 3.044522437723423]
["numerische mathematik", 3.044522437723423]
["ny aman  cscornelledu", 3.044522437723423]
["object detection work", 3.044522437723423]
["object location level", 3.044522437723423]
["object part detection", 3.044522437723423]
["objection recognition", 3.044522437723423]
["observation histories", 3.044522437723423]
["observation history h", 3.044522437723423]
["observed coefficients", 3.044522437723423]
["observed distribution", 3.044522437723423]
["official competitions", 3.044522437723423]
["offline source domain", 3.044522437723423]
["olivier mastropietro1", 3.044522437723423]
["onedimensional system", 3.044522437723423]
["onehot encoded vector", 3.044522437723423]
["oneshot architectures", 3.044522437723423]
["online lda evaluation", 3.044522437723423]
["online svm ℓ2 penalty", 3.044522437723423]
["open research problem", 3.044522437723423]
["optimal sparse coding", 3.044522437723423]
["optimal training data", 3.044522437723423]
["optimization approach", 3.044522437723423]
["optimization criteria", 3.044522437723423]
["optimization function", 3.044522437723423]
["optimization research", 3.044522437723423]
["optimization routines", 3.044522437723423]
["optimization settings", 3.044522437723423]
["ordinary counterparts", 3.044522437723423]
["ordinary regularizers", 3.044522437723423]
["original digit images", 3.044522437723423]
["original distribution", 3.044522437723423]
["original input signal", 3.044522437723423]
["original mnist digits", 3.044522437723423]
["orthogonal components", 3.044522437723423]
["orthogonal ct patches", 3.044522437723423]
["outlier probabilities", 3.044522437723423]
["outperform attributes", 3.044522437723423]
["output exemplar set p", 3.044522437723423]
["output filters equals", 3.044522437723423]
["overlapping relations", 3.044522437723423]
["pairwise interactions", 3.044522437723423]
["pairwise pseudolabels", 3.044522437723423]
["pairwise ranking loss", 3.044522437723423]
["parallel calculations", 3.044522437723423]
["parallel text corpora", 3.044522437723423]
["parameter constraints", 3.044522437723423]
["parameter image model", 3.044522437723423]
["parameter uncertainty", 3.044522437723423]
["parameter upload rate", 3.044522437723423]
["parameterized machine", 3.044522437723423]
["parametric estimation", 3.044522437723423]
["parametric trajectory", 3.044522437723423]
["parametrized question", 3.044522437723423]
["paramount achievement", 3.044522437723423]
["pareto optimal ranker", 3.044522437723423]
["partial derivative ei", 3.044522437723423]
["partial feedback data", 3.044522437723423]
["partiallylabeled data", 3.044522437723423]
["participants download", 3.044522437723423]
["particle accelerators", 3.044522437723423]
["pascal voc categories", 3.044522437723423]
["patchalignment issues", 3.044522437723423]
["pbarnaghi  surreyacuk", 3.044522437723423]
["penalization constant", 3.044522437723423]
["perceptron operations", 3.044522437723423]
["perceptual properties", 3.044522437723423]
["perform factorization", 3.044522437723423]
["performance criterion", 3.044522437723423]
["performance decreases", 3.044522437723423]
["performance evolution", 3.044522437723423]
["performance increases", 3.044522437723423]
["performance technique", 3.044522437723423]
["performing algorithms", 3.044522437723423]
["performs measurements", 3.044522437723423]
["personalized medicine", 3.044522437723423]
["pertinent information", 3.044522437723423]
["perturbation response", 3.044522437723423]
["photorealistic images", 3.044522437723423]
["photosketch synthesis", 3.044522437723423]
["physiological reviews", 3.044522437723423]
["pioneering approaches", 3.044522437723423]
["placenta segmentation", 3.044522437723423]
["plain backpropogation", 3.044522437723423]
["plain neural networks", 3.044522437723423]
["plausible affiliation", 3.044522437723423]
["plots pp versus order", 3.044522437723423]
["point representations", 3.044522437723423]
["pointtopoint feedback", 3.044522437723423]
["political blogosphere", 3.044522437723423]
["polygon approximation", 3.044522437723423]
["polynomial trajectory", 3.044522437723423]
["pooled slab variables", 3.044522437723423]
["poolingwhich consists", 3.044522437723423]
["poor generalizability", 3.044522437723423]
["popular classifcation", 3.044522437723423]
["popular deep networks", 3.044522437723423]
["popular ir approaches", 3.044522437723423]
["popular ir frameworks", 3.044522437723423]
["popular letor methods", 3.044522437723423]
["popular virtual words", 3.044522437723423]
["popular wta mechanism", 3.044522437723423]
["popularity attributes", 3.044522437723423]
["positive interactions", 3.044522437723423]
["positiveclass samples", 3.044522437723423]
["post2006 developments", 3.044522437723423]
["postdoctoral training", 3.044522437723423]
["postsynaptic currents", 3.044522437723423]
["potential overfitting", 3.044522437723423]
["potential shortcoming", 3.044522437723423]
["powerefficient models", 3.044522437723423]
["powerful abstractions", 3.044522437723423]
["powerful image search", 3.044522437723423]
["practical perspective", 3.044522437723423]
["practical upper bound", 3.044522437723423]
["practitioner finishes", 3.044522437723423]
["precision corresponds", 3.044522437723423]
["predicted counterpart", 3.044522437723423]
["prediction algorithms", 3.044522437723423]
["predictive accuracies", 3.044522437723423]
["premature convergence", 3.044522437723423]
["prematurity detection", 3.044522437723423]
["prescribed separation", 3.044522437723423]
["present complications", 3.044522437723423]
["prespecified template", 3.044522437723423]
["pretrained classifier", 3.044522437723423]
["pretrained deep model", 3.044522437723423]
["pretraining deep fnns", 3.044522437723423]
["prevention mechanisms", 3.044522437723423]
["prevents coadaptation", 3.044522437723423]
["previous data samples", 3.044522437723423]
["previous text corpora", 3.044522437723423]
["previous user studies", 3.044522437723423]
["prewired regularizers", 3.044522437723423]
["primary visual cortex", 3.044522437723423]
["primate visual system", 3.044522437723423]
["principal eigenvector", 3.044522437723423]
["prior distribution ps", 3.044522437723423]
["prior parametrization", 3.044522437723423]
["priori unknown delays", 3.044522437723423]
["privacy architectures", 3.044522437723423]
["privacyviolating case", 3.044522437723423]
["private deep learning", 3.044522437723423]
["probabilistic models3", 3.044522437723423]
["probabilistic variant", 3.044522437723423]
["probabilistic version", 3.044522437723423]
["probability densities", 3.044522437723423]
["probability estimator", 3.044522437723423]
["procedural generation", 3.044522437723423]
["profitmaking activity", 3.044522437723423]
["pronunciation mixture", 3.044522437723423]
["propagating gradients", 3.044522437723423]
["propensity estimation", 3.044522437723423]
["propensity weights qi", 3.044522437723423]
["proper loss functions", 3.044522437723423]
["proper representation", 3.044522437723423]
["protein dna sequences", 3.044522437723423]
["prototype classifiers", 3.044522437723423]
["prototypical networks", 3.044522437723423]
["pstable distributions", 3.044522437723423]
["pure ligandbased ecfp", 3.044522437723423]
["pure slbased transfer", 3.044522437723423]
["py  reduceexemplarset", 3.044522437723423]
["qdimensional output g", 3.044522437723423]
["qerydocument features", 3.044522437723423]
["quantitative measures", 3.044522437723423]
["query auto completion", 3.044522437723423]
["query document pair q", 3.044522437723423]
["querylevel regression", 3.044522437723423]
["querylikelihood model", 3.044522437723423]
["question distribution", 3.044522437723423]
["questionable benefits", 3.044522437723423]
["radiographic datasets", 3.044522437723423]
["radiomics classifiers", 3.044522437723423]
["random initial points", 3.044522437723423]
["random linear mixture", 3.044522437723423]
["random random forests", 3.044522437723423]
["random sample results", 3.044522437723423]
["random search results", 3.044522437723423]
["random variable drawn", 3.044522437723423]
["random vector input z", 3.044522437723423]
["random walk laplacian", 3.044522437723423]
["randomness parameters", 3.044522437723423]
["rank challenge corpus", 3.044522437723423]
["rankbased comparisons", 3.044522437723423]
["rankbased metricwhich", 3.044522437723423]
["ranking fusion method", 3.044522437723423]
["ranknet cost gradient", 3.044522437723423]
["raoblackwell therorem", 3.044522437723423]
["rapid error reduction", 3.044522437723423]
