["deep learning", 2494.1352311450464]
["kriging approximations", 3.091042453358316]
["kswersky  cstorontoedu", 3.091042453358316]
["ku relatedness classes", 3.091042453358316]
["l layer neural network", 3.091042453358316]
["l1 regularization term", 3.091042453358316]
["l2 regularization loss", 3.091042453358316]
["l2 regularization tend", 3.091042453358316]
["l2 term prevents model", 3.091042453358316]
["label space difference", 3.091042453358316]
["labeled bounding boxes", 3.091042453358316]
["labeled target samples", 3.091042453358316]
["labelembedding problem", 3.091042453358316]
["labels source examples", 3.091042453358316]
["lacademie des sciences", 3.091042453358316]
["lagrangian multipliers", 3.091042453358316]
["laplace approximations", 3.091042453358316]
["large acquisition size", 3.091042453358316]
["large class imbalances", 3.091042453358316]
["large connected region", 3.091042453358316]
["large dilation factors", 3.091042453358316]
["large dnn output layer", 3.091042453358316]
["large domain distances", 3.091042453358316]
["large efficiency gains", 3.091042453358316]
["large monolingual data", 3.091042453358316]
["large motion magnitude", 3.091042453358316]
["large performance gain", 3.091042453358316]
["large public data sets", 3.091042453358316]
["large scale evaluation", 3.091042453358316]
["large training samples", 3.091042453358316]
["large vocabulary tasks", 3.091042453358316]
["larger parameter count", 3.091042453358316]
["larger population size", 3.091042453358316]
["larger receptive field", 3.091042453358316]
["larger saturation zone", 3.091042453358316]
["largescale application", 3.091042453358316]
["largescale exploration", 3.091042453358316]
["largescale simulations", 3.091042453358316]
["largesized dnn weights", 3.091042453358316]
["largest k eigenvectors", 3.091042453358316]
["latent common features", 3.091042453358316]
["latent correspondences", 3.091042453358316]
["latent distribution pθ", 3.091042453358316]
["latent function values", 3.091042453358316]
["latent moment matching", 3.091042453358316]
["latent semantic models", 3.091042453358316]
["latent task structures", 3.091042453358316]
["latent variable z  rnz", 3.091042453358316]
["lateral linear mapping", 3.091042453358316]
["lawrence d handwritten", 3.091042453358316]
["layer highway networks", 3.091042453358316]
["lda control parameters", 3.091042453358316]
["leak monitoring system", 3.091042453358316]
["learned latent factors", 3.091042453358316]
["learned neural network", 3.091042453358316]
["learning11 performs da", 3.091042453358316]
["learningtorank methods", 3.091042453358316]
["leastpopulated classes", 3.091042453358316]
["left ventricular shape", 3.091042453358316]
["legal text information", 3.091042453358316]
["length scale parameter", 3.091042453358316]
["les misérables network", 3.091042453358316]
["lessthanideal speedups", 3.091042453358316]
["lexical language model", 3.091042453358316]
["lifted structured loss", 3.091042453358316]
["limited labeled target", 3.091042453358316]
["line search parameters", 3.091042453358316]
["line search techniques", 3.091042453358316]
["linear pooling process", 3.091042453358316]
["linear svm rank kernel", 3.091042453358316]
["linear threshold units", 3.091042453358316]
["linguistic constraints", 3.091042453358316]
["literal interpretation", 3.091042453358316]
["literature search step", 3.091042453358316]
["local hidden variables", 3.091042453358316]
["local intrinsic system", 3.091042453358316]
["local latent variables", 3.091042453358316]
["local optimal solution", 3.091042453358316]
["local smooth structure", 3.091042453358316]
["local strong convexity", 3.091042453358316]
["local whitebox attacks", 3.091042453358316]
["log determinant log kx", 3.091042453358316]
["log joint distribution", 3.091042453358316]
["log spectral densities", 3.091042453358316]
["logical formalizations", 3.091042453358316]
["logistic classifier pθ", 3.091042453358316]
["logistic loss function", 3.091042453358316]
["logistic sigmoid units", 3.091042453358316]
["lognormal distribution", 3.091042453358316]
["long examination times", 3.091042453358316]
["long image acquisition", 3.091042453358316]
["long pursued objective", 3.091042453358316]
["long term observations", 3.091042453358316]
["long text descriptions", 3.091042453358316]
["long time dependencies", 3.091042453358316]
["longer range structure", 3.091042453358316]
["longstanding benchmark", 3.091042453358316]
["longstanding challenge", 3.091042453358316]
["longterm hyperglycemia", 3.091042453358316]
["low glascow coma score", 3.091042453358316]
["low pixel precision ap", 3.091042453358316]
["low rank approximation", 3.091042453358316]
["low rank factorization", 3.091042453358316]
["low variance gradients", 3.091042453358316]
["lowdimensional regions", 3.091042453358316]
["lowdimensional vectors", 3.091042453358316]
["lowerlevel information", 3.091042453358316]
["lowest top1 error rate", 3.091042453358316]
["loworder markov models", 3.091042453358316]
["lowrank decompositions", 3.091042453358316]
["lowresolution problems", 3.091042453358316]
["lowvariance components", 3.091042453358316]
["lstmcs method performs", 3.091042453358316]
["lung disease reference", 3.091042453358316]
["m functional mechanism", 3.091042453358316]
["main global parameters", 3.091042453358316]
["mainstream model class", 3.091042453358316]
["maintenance operations", 3.091042453358316]
["manytoone discrete map", 3.091042453358316]
["map evaluation measure", 3.091042453358316]
["mapreduce computations", 3.091042453358316]
["marginal probabilities", 3.091042453358316]
["mario guajardocespedes", 3.091042453358316]
["massive rfid data sets", 3.091042453358316]
["matchnormalized models", 3.091042453358316]
["mathematical expertise", 3.091042453358316]
["mathematical notations", 3.091042453358316]
["mathematical rationale", 3.091042453358316]
["mathematical treatment", 3.091042453358316]
["matrix backpropagation", 3.091042453358316]
["matrix representations", 3.091042453358316]
["max margin andor graph", 3.091042453358316]
["max pool conv max pool", 3.091042453358316]
["maximum achievable apr", 3.091042453358316]
["maximum margin leaning", 3.091042453358316]
["maximum posterior mode", 3.091042453358316]
["mdℓ quantization cells", 3.091042453358316]
["meaningful application", 3.091042453358316]
["meaningful conclusions", 3.091042453358316]
["meanmatching objective", 3.091042453358316]
["measured probabilities", 3.091042453358316]
["measuring nuclear area", 3.091042453358316]
["median test error rate", 3.091042453358316]
["medical analysis tools", 3.091042453358316]
["medical health records", 3.091042453358316]
["melwarped dft features", 3.091042453358316]
["memory andor attention", 3.091042453358316]
["memristive nanodevices", 3.091042453358316]
["mentions recent tricks", 3.091042453358316]
["message passing manner", 3.091042453358316]
["message passing phases", 3.091042453358316]
["metalearning mechanism", 3.091042453358316]
["method returns results", 3.091042453358316]
["method ℓ1 loss ℓ2 loss", 3.091042453358316]
["methodological aspects", 3.091042453358316]
["metricbased benchmarks", 3.091042453358316]
["middle images courtesy", 3.091042453358316]
["middle layers contours", 3.091042453358316]
["millisecondscale motor", 3.091042453358316]
["mindful implementation", 3.091042453358316]
["miniature illustration", 3.091042453358316]
["minimax twoplayer game", 3.091042453358316]
["mining smart card data", 3.091042453358316]
["mining system  ptminer", 3.091042453358316]
["mixedtransfer approach", 3.091042453358316]
["mlasaservice offerings", 3.091042453358316]
["mobile cloud computing", 3.091042453358316]
["mobileoptimized models", 3.091042453358316]
["modal class prediction", 3.091042453358316]
["modality abbreviations", 3.091042453358316]
["modality hallucination", 3.091042453358316]
["model inversion attack", 3.091042453358316]
["model memory footprint", 3.091042453358316]
["model parameter vector", 3.091042453358316]
["model replica finishes", 3.091042453358316]
["model specific designs", 3.091042453358316]
["modelbased methods aim", 3.091042453358316]
["modeldomain processing", 3.091042453358316]
["modeldomain techniques", 3.091042453358316]
["modelextraction attack", 3.091042453358316]
["modelinversion attacks", 3.091042453358316]
["modelparallel pipeline", 3.091042453358316]
["modern microprocessors", 3.091042453358316]
["modular implementation", 3.091042453358316]
["modulation frequency ω", 3.091042453358316]
["modulatory interaction", 3.091042453358316]
["module convnet network", 3.091042453358316]
["modules initialisation", 3.091042453358316]
["molecular fingerprints", 3.091042453358316]
["moleculenet benchmarks", 3.091042453358316]
["monkey temporal cortex", 3.091042453358316]
["monotonicity condition", 3.091042453358316]
["monte carlo assumption", 3.091042453358316]
["monte carlo simulation", 3.091042453358316]
["monte carlo techniques", 3.091042453358316]
["montecarlo tree search", 3.091042453358316]
["monthly weather review", 3.091042453358316]
["morakot choetkiertikul", 3.091042453358316]
["mostupdated parameters", 3.091042453358316]
["movie review sentiment", 3.091042453358316]
["mpdimensional vector f", 3.091042453358316]
["msr speech researchers", 3.091042453358316]
["mulitple task learning", 3.091042453358316]
["multichannel rbm model", 3.091042453358316]
["multiclass experiments", 3.091042453358316]
["multiclass recognition", 3.091042453358316]
["multidomain adaptation", 3.091042453358316]
["multigraph convolution", 3.091042453358316]
["multilabel neural nets", 3.091042453358316]
["multilayer autoencoder", 3.091042453358316]
["multilayer hierarchies", 3.091042453358316]
["multilevel abstraction", 3.091042453358316]
["multimodal audiospeech", 3.091042453358316]
["multimodal sensor data", 3.091042453358316]
["multimodal source data", 3.091042453358316]
["multimodal uncertainty", 3.091042453358316]
["multimodality learning", 3.091042453358316]
["multiobjective designs", 3.091042453358316]
["multiple architectures", 3.091042453358316]
["multiple compute nodes", 3.091042453358316]
["multiple input sources", 3.091042453358316]
["multiple instance loss", 3.091042453358316]
["multiple knn documents", 3.091042453358316]
["multiple opportunities", 3.091042453358316]
["multiple pcgml methods", 3.091042453358316]
["multiple possibilities", 3.091042453358316]
["multiple training runs", 3.091042453358316]
["multirelational mining", 3.091042453358316]
["multiscale recognition", 3.091042453358316]
["multiscale sideoutputs", 3.091042453358316]
["multisource phenomenon", 3.091042453358316]
["multitask deep network", 3.091042453358316]
["multiturn conversation", 3.091042453358316]
["multiturn interactions", 3.091042453358316]
["musculoskeletal images", 3.091042453358316]
["music genre prediction", 3.091042453358316]
["music retrieval system", 3.091042453358316]
["mutation ratio results", 3.091042453358316]
["mutation score metrics", 3.091042453358316]
["myocardial hypertrophy", 3.091042453358316]
["mðm _ nþ anchor points", 3.091042453358316]
["n  n covariance matrix", 3.091042453358316]
["n bootstrap samples b1", 3.091042453358316]
["n real dropout samples", 3.091042453358316]
["naive bayes classifier", 3.091042453358316]
["naivebayes classifiers", 3.091042453358316]
["namedentity extraction", 3.091042453358316]
["narrower architectures", 3.091042453358316]
["natural countermeasure", 3.091042453358316]
["natural generalization", 3.091042453358316]
["natural image datasets", 3.091042453358316]
["natural images dataset", 3.091042453358316]
["natural language words", 3.091042453358316]
["natural representation", 3.091042453358316]
["natural vision systems", 3.091042453358316]
["nearest database items", 3.091042453358316]
["nearestneighbor search", 3.091042453358316]
["nearhuman performances", 3.091042453358316]
["negative audio samples", 3.091042453358316]
["negative chain samples", 3.091042453358316]
["negative relationships", 3.091042453358316]
["negative training sets", 3.091042453358316]
["neighborhood distances", 3.091042453358316]
["network implementation", 3.091042453358316]
["network miscalibration", 3.091042453358316]
["network preconditioner", 3.091042453358316]
["networks architectures", 3.091042453358316]
["neural attention model", 3.091042453358316]
["neural control systems", 3.091042453358316]
["neural module networks", 3.091042453358316]
["neural move predictors", 3.091042453358316]
["neural network amounts", 3.091042453358316]
["neural network history", 3.091042453358316]
["neural network mapping", 3.091042453358316]
["neural network modules", 3.091042453358316]
["neural network weights", 3.091042453358316]
["neural networks simple", 3.091042453358316]
["neural retrieval model", 3.091042453358316]
["neural text embeddings", 3.091042453358316]
["neural text generation", 3.091042453358316]
["neural turing machines", 3.091042453358316]
["neuralnetwork training", 3.091042453358316]
["neurocomputer synapse1", 3.091042453358316]
["neuromorphic platforms", 3.091042453358316]
["neuronal selectivities", 3.091042453358316]
["nfold cross validation", 3.091042453358316]
["ngram matching signals", 3.091042453358316]
["nips autodiff workshop", 3.091042453358316]
["nlp research community", 3.091042453358316]
["noiserobust techniques", 3.091042453358316]
["noisy andor irrelevant", 3.091042453358316]
["noisy side information", 3.091042453358316]
["noisy weight encodings", 3.091042453358316]
["nonadaptive transforms", 3.091042453358316]
["nonassociated entities", 3.091042453358316]
["nonchronological order", 3.091042453358316]
["noncommercial purposes", 3.091042453358316]
["nonconjugate inference", 3.091042453358316]
["noncontextual features", 3.091042453358316]
["noncorresponding large", 3.091042453358316]
["nondominated solutions", 3.091042453358316]
["nonenhancing component", 3.091042453358316]
["nonlinear autoencoders", 3.091042453358316]
["nonlinear combinations", 3.091042453358316]
["nonlinear compensation", 3.091042453358316]
["nonlinear dependencies", 3.091042453358316]
["nonlinear encoder genc", 3.091042453358316]
["nonlinear output layer", 3.091042453358316]
["nonlinear relationship", 3.091042453358316]
["nonmaterial distortion", 3.091042453358316]
["nonmonotonic alignment", 3.091042453358316]
["nonoverlapping patches", 3.091042453358316]
["nonoverlapping queries", 3.091042453358316]
["nonoverlapping regions", 3.091042453358316]
["nonparametric sampling", 3.091042453358316]
["nonrectangular patches", 3.091042453358316]
["nonreferable dr images", 3.091042453358316]
["nonseparable functions", 3.091042453358316]
["nonstandard vi methods", 3.091042453358316]
["nonstationary function", 3.091042453358316]
["nontrivial information", 3.091042453358316]
["normal backpropagation", 3.091042453358316]
["normal pretrained case", 3.091042453358316]
["normal versus abnormal", 3.091042453358316]
["normalization function", 3.091042453358316]
["normalized cut methods", 3.091042453358316]
["normalized form σxy σ1", 3.091042453358316]
["notation ℎ____________", 3.091042453358316]
["notational conventions", 3.091042453358316]
["noticeable improvement", 3.091042453358316]
["nserc pgs d fellowship", 3.091042453358316]
["nserc pgsm scholarship", 3.091042453358316]
["nterm matching signals", 3.091042453358316]
["nuclear receptor panel", 3.091042453358316]
["nucleotide frequencies", 3.091042453358316]
["number false negatives", 3.091042453358316]
["object detection front", 3.091042453358316]
["object detection tasks", 3.091042453358316]
["object mask prediction", 3.091042453358316]
["objectcentric features", 3.091042453358316]
["observable environment", 3.091042453358316]
["obstetric applications", 3.091042453358316]
["obtained architectures", 3.091042453358316]
["obtained distributions", 3.091042453358316]
["obvious countermeasure", 3.091042453358316]
["oceanic whitecap shark", 3.091042453358316]
["oceanic whitetip shark", 3.091042453358316]
["oneagainstall strategy", 3.091042453358316]
["onedimensional setting", 3.091042453358316]
["online metric learning", 3.091042453358316]
["online social networks", 3.091042453358316]
["onr muri n000141010934", 3.091042453358316]
["open research question", 3.091042453358316]
["open vocabulary system", 3.091042453358316]
["open world recognition", 3.091042453358316]
["opinionsplitting topic", 3.091042453358316]
["optical flows features", 3.091042453358316]
["optimal decisionmaking", 3.091042453358316]
["optimal dimensionality", 3.091042453358316]
["optimal feature fusion", 3.091042453358316]
["optimal kernel weights", 3.091042453358316]
["optimal minibatch size", 3.091042453358316]
["optimal online sensing", 3.091042453358316]
["optimal split position", 3.091042453358316]
["optimal tree structure", 3.091042453358316]
["optimisation algorithm", 3.091042453358316]
["optimisation procedure", 3.091042453358316]
["optimization decisions", 3.091042453358316]
["optimization problem l", 3.091042453358316]
["optimization problems1", 3.091042453358316]
["optimization processes", 3.091042453358316]
["optimization technique", 3.091042453358316]
["optimization viewpoint", 3.091042453358316]
["order taylor expansion", 3.091042453358316]
["orderpreserving losses", 3.091042453358316]
["orientation prediction", 3.091042453358316]
["orientededge detectors", 3.091042453358316]
["original deep learning", 3.091042453358316]
["original dth dimension", 3.091042453358316]
["original gan objective", 3.091042453358316]
["original image content", 3.091042453358316]
["original investigation", 3.091042453358316]
["original max operation", 3.091042453358316]
["original mixing matrix", 3.091042453358316]
["original network serve", 3.091042453358316]
["original network space", 3.091042453358316]
["original noisy scripts", 3.091042453358316]
["original softmax layer", 3.091042453358316]
["original storage costs", 3.091042453358316]
["original weight matrix", 3.091042453358316]
["osteoarthritis grading", 3.091042453358316]
["outlier source classes", 3.091042453358316]
["output graph embedding", 3.091042453358316]
["output handler objects", 3.091042453358316]
["outputlayer parameters", 3.091042453358316]
["overfitting phenomenon", 3.091042453358316]
["overlap feature spaces", 3.091042453358316]
["overoptimistic results", 3.091042453358316]
["oxford university pres", 3.091042453358316]
["packed conference room", 3.091042453358316]
["paired dataset samples", 3.091042453358316]
["pairscanning criterion", 3.091042453358316]
["pairwise bce loss lbce", 3.091042453358316]
["pairwise cost function", 3.091042453358316]
["pairwise loss function", 3.091042453358316]
["pairwise svm objective", 3.091042453358316]
["pairwisebased approach", 3.091042453358316]
["panagiotis g ipeirotis", 3.091042453358316]
["paperbest video awards", 3.091042453358316]
["paradigm shifter award", 3.091042453358316]
["parallelizable queries", 3.091042453358316]
["parameter update steps", 3.091042453358316]
["parametric computation", 3.091042453358316]
["parent hyperparameters", 3.091042453358316]
["pareto optimal methods", 3.091042453358316]
["parse tree information", 3.091042453358316]
["partially labeled data", 3.091042453358316]
["pathdropping technique", 3.091042453358316]
["pathology applications", 3.091042453358316]
["performance guarantees", 3.091042453358316]
["performance variations", 3.091042453358316]
["performing combination", 3.091042453358316]
["permutation importance", 3.091042453358316]
["perpixel distributions", 3.091042453358316]
["personalised modelling", 3.091042453358316]
["phaselocking synchrony", 3.091042453358316]
["philosophical question", 3.091042453358316]
["phone recognition task", 3.091042453358316]
["photorealistic results", 3.091042453358316]
["phraselevel mask stage", 3.091042453358316]
["physical address space", 3.091042453358316]
["physiological datasets", 3.091042453358316]
["pip installation tool5", 3.091042453358316]
["pixellevel information", 3.091042453358316]
["pixelwise segmentation", 3.091042453358316]
["pixelwise ℓ1 distances", 3.091042453358316]
["playability guarantees", 3.091042453358316]
["pneumococcal pneumonia", 3.091042453358316]
["policy gradient method", 3.091042453358316]
["policy gradient search", 3.091042453358316]
["polynomial kernel svms", 3.091042453358316]
["popular hashing method", 3.091042453358316]
["popular research topic", 3.091042453358316]
["popular rnn algorithms", 3.091042453358316]
["popular search engines", 3.091042453358316]
["positive chain samples", 3.091042453358316]
["positive examples wobj", 3.091042453358316]
["positive learning rate", 3.091042453358316]
["positive sample counts", 3.091042453358316]
["positive samplesnumber", 3.091042453358316]
["postdoctoral associate", 3.091042453358316]
["postprocessing methods", 3.091042453358316]
["potential deficiencies", 3.091042453358316]
["potential improvements", 3.091042453358316]
["potential interactions", 3.091042453358316]
["power law distribution", 3.091042453358316]
["power series expansion", 3.091042453358316]
["powerful visual models", 3.091042453358316]
["powerlaw distributions", 3.091042453358316]
["practical explorations", 3.091042453358316]
["practical requirements", 3.091042453358316]
["precalibration entropy", 3.091042453358316]
["precise spatial extent", 3.091042453358316]
["precise spike patterns", 3.091042453358316]
["precision quantization", 3.091042453358316]
["precision recall curve", 3.091042453358316]
["predefned tuning range", 3.091042453358316]
["predetermined interval", 3.091042453358316]
["predetermined template", 3.091042453358316]
["predicted class labels", 3.091042453358316]
["predicted segmentation", 3.091042453358316]
["prediction consistency", 3.091042453358316]
["prediction corresponds", 3.091042453358316]
["prediction differences", 3.091042453358316]
["prediction probability", 3.091042453358316]
["predictive consistency", 3.091042453358316]
["predictive uncertainty", 3.091042453358316]
["predictive world model", 3.091042453358316]
["preference aggregation", 3.091042453358316]
["preferred ranking list", 3.091042453358316]
["preliminary work shows", 3.091042453358316]
["preprint arxiv12066392", 3.091042453358316]
["preprint arxiv12070580", 3.091042453358316]
["preprint arxiv14094842", 3.091042453358316]
["preprint arxiv14121058", 3.091042453358316]
["preprint arxiv14123555", 3.091042453358316]
["presented architecture", 3.091042453358316]
["presents effectiveness", 3.091042453358316]
["pretrained autoencoder", 3.091042453358316]
["pretrained vgg19 model", 3.091042453358316]
["previous constructions", 3.091042453358316]
["previous hash function", 3.091042453358316]
["previous relevant work", 3.091042453358316]
["previous work relevant", 3.091042453358316]
["previouslyseen classes", 3.091042453358316]
["primary network stream", 3.091042453358316]
["prime object proposals", 3.091042453358316]
["principal contribution", 3.091042453358316]
["privacy aware learning", 3.091042453358316]
["privacyviolating model", 3.091042453358316]
["probabilistic analysis", 3.091042453358316]
["probabilistic automata", 3.091042453358316]
["probabilistic learning", 3.091042453358316]
["probabilistic planning", 3.091042453358316]
["probabilistic programs", 3.091042453358316]
["probability chain rule", 3.091042453358316]
["probability estimators", 3.091042453358316]
["probability map _zq  h", 3.091042453358316]
["probability measures p", 3.091042453358316]
["procedure compute_obj2", 3.091042453358316]
["procedures line search", 3.091042453358316]
["processed depth images", 3.091042453358316]
["procrustean adaptation", 3.091042453358316]
["product representation", 3.091042453358316]
["product search consist", 3.091042453358316]
["production ml services", 3.091042453358316]
["professional knowledge", 3.091042453358316]
["professional narrators", 3.091042453358316]
["profound understanding", 3.091042453358316]
["program trace datasets", 3.091042453358316]
["progressive clustering", 3.091042453358316]
["projections correspond", 3.091042453358316]
["projects image feature", 3.091042453358316]
["promising future trend", 3.091042453358316]
["promising technologies", 3.091042453358316]
["propagate measurements", 3.091042453358316]
["propensity ranking svm", 3.091042453358316]
["proper basis functions", 3.091042453358316]
["proper learning models", 3.091042453358316]
["proposed local regions", 3.091042453358316]
["prototype matching net", 3.091042453358316]
["prototypical networks4", 3.091042453358316]
["provided library calls", 3.091042453358316]
["psd predictor achieves", 3.091042453358316]
["pseudo traintest split", 3.091042453358316]
["pseudolabeling samples", 3.091042453358316]
["pseudorelevance labels", 3.091042453358316]
["public pascal datasets", 3.091042453358316]
["public traintest split", 3.091042453358316]
["pure bfsdfs approaches", 3.091042453358316]
["pure identity mappings", 3.091042453358316]
["pyramidal neurons lock", 3.091042453358316]
["quadratic kernel kquad", 3.091042453358316]
["qualification criteria", 3.091042453358316]
["qualitative appearance", 3.091042453358316]
["qualitative similarity", 3.091042453358316]
["quantization loss  sgn", 3.091042453358316]
["quantization parameter", 3.091042453358316]
["quantized color values", 3.091042453358316]
["quantized measurements", 3.091042453358316]
["query matches document", 3.091042453358316]
["query meta information", 3.091042453358316]
["query term occurrences", 3.091042453358316]
["query terms importance", 3.091042453358316]
["querydependent ranking", 3.091042453358316]
["querydocument features", 3.091042453358316]
["querysensitive hashing", 3.091042453358316]
["radial basis functions", 3.091042453358316]
["radiographic phenotype", 3.091042453358316]
["random decision forest", 3.091042453358316]
["random feature removal", 3.091042453358316]
["random flip operations", 3.091042453358316]
["random forest approach", 3.091042453358316]
["random initial weights", 3.091042453358316]
["random training images", 3.091042453358316]
["random variable w  rkd", 3.091042453358316]
["random variables w1 vi", 3.091042453358316]
["random weight guessing", 3.091042453358316]
["randomforestbased smac", 3.091042453358316]
["randomized grid search", 3.091042453358316]
["randomized vib mapping", 3.091042453358316]
["randomly chosen sample", 3.091042453358316]
["randomwalk computation", 3.091042453358316]
["ranknet training works", 3.091042453358316]
["ranksvmf alternatively", 3.091042453358316]
["rapid face recognition", 3.091042453358316]
["rat hippocampal slices", 3.091042453358316]
["rbf kernels correspond", 3.091042453358316]
["real data points drawn", 3.091042453358316]
["real time applications", 3.091042453358316]
["real training examples", 3.091042453358316]
["real world application", 3.091042453358316]
["realfake discriminator", 3.091042453358316]
["realistic digit images", 3.091042453358316]
["realistic image x  rnx", 3.091042453358316]
["realvalued slab vector", 3.091042453358316]
["reasonable assumptions", 3.091042453358316]
["reasonable uncertainty", 3.091042453358316]
["recent deep da methods", 3.091042453358316]
["recent kissgp approach", 3.091042453358316]
["recent nn survey paper", 3.091042453358316]
["recent success stories", 3.091042453358316]
["recognition robustness", 3.091042453358316]
["recognition techniques", 3.091042453358316]
["recolorization results", 3.091042453358316]
["recommender evaluation", 3.091042453358316]
["reconstructed distance", 3.091042453358316]
["reconstruction ability", 3.091042453358316]
["reconstruction error l", 3.091042453358316]
["reconstruction term pθ", 3.091042453358316]
["recurrent dependencies", 3.091042453358316]
["recursive construction", 3.091042453358316]
["recursive partitioning", 3.091042453358316]
["redistribution license", 3.091042453358316]
["reduced dimensionality", 3.091042453358316]
["reduced model capacity", 3.091042453358316]
["redundant dictionaries", 3.091042453358316]
["reference segmentation", 3.091042453358316]
["reference sentence sij", 3.091042453358316]
["reformulation relation", 3.091042453358316]
["region model sentences", 3.091042453358316]
["regional heterogeneity", 3.091042453358316]
["regionalized variables", 3.091042453358316]
["regionwise sensitivity", 3.091042453358316]
["regression experiments", 3.091042453358316]
["regression performance", 3.091042453358316]
["regularization penalty", 3.091042453358316]
["regularized likelihood", 3.091042453358316]
["regularizing component", 3.091042453358316]
["related categorization", 3.091042453358316]
["related product graphs", 3.091042453358316]
["related semantic tasks", 3.091042453358316]
["related source domains", 3.091042453358316]
["relational constraints", 3.091042453358316]
["relaxed hash functions", 3.091042453358316]
["relevance measurements", 3.091042453358316]
["relevant image patches", 3.091042453358316]
["remarkable observation", 3.091042453358316]
["remarkable superiority", 3.091042453358316]
["removed feature values", 3.091042453358316]
["renowned photographers", 3.091042453358316]
["repeated perturbations", 3.091042453358316]
["representation filters", 3.091042453358316]
["representation mapping", 3.091042453358316]
["representation methods", 3.091042453358316]
["representation neurons", 3.091042453358316]
["representation results", 3.091042453358316]
["representational trick", 3.091042453358316]
["required training time", 3.091042453358316]
["research award program", 3.091042453358316]
["research community lie", 3.091042453358316]
["response normalization", 3.091042453358316]
["resulting distribution", 3.091042453358316]
["resulting feature maps", 3.091042453358316]
["retrieval efectiveness", 3.091042453358316]
["return hyperparameters", 3.091042453358316]
["review representations", 3.091042453358316]
["reweighted categorical", 3.091042453358316]
["rich audiovisual scene", 3.091042453358316]
["rich matching patterns", 3.091042453358316]
["richer research agenda", 3.091042453358316]
["rigid time constraints", 3.091042453358316]
["riscbased workstations", 3.091042453358316]
["rnaseq expression data", 3.091042453358316]
["robotic motion control", 3.091042453358316]
["robotic surgical tools", 3.091042453358316]
["robust baseline method", 3.091042453358316]
["robust component model", 3.091042453358316]
["robust data clustering", 3.091042453358316]
["robust efective ranker", 3.091042453358316]
["robust metric learning", 3.091042453358316]
["robust neural networks", 3.091042453358316]
["robustness enhancement", 3.091042453358316]
["rotation indeterminacy", 3.091042453358316]
["safetycritical systems", 3.091042453358316]
["salient visual aspects", 3.091042453358316]
["sampl blind prediction", 3.091042453358316]
["sample architecture a_", 3.091042453358316]
["samplemodel regression", 3.091042453358316]
["scalability challenges", 3.091042453358316]
["scalable online method", 3.091042453358316]
["scaled input variables", 3.091042453358316]
["scaleinvariant feature", 3.091042453358316]
["scalespace edge fields", 3.091042453358316]
["scenario deep learning", 3.091042453358316]
["schematic illustration", 3.091042453358316]
["scientific standpoints", 3.091042453358316]
["search space structure", 3.091042453358316]
["seattle seahawks ifedi", 3.091042453358316]
["segmental speech units", 3.091042453358316]
["segmentation hierarchy", 3.091042453358316]
["segmentation objective", 3.091042453358316]
["select spatial patches", 3.091042453358316]
["selfaugmented training", 3.091042453358316]
["selfexplained features", 3.091042453358316]
["selfmodifying policies", 3.091042453358316]
["selforganizing methods", 3.091042453358316]
["selfsupervised methods", 3.091042453358316]
["semantic classifcation", 3.091042453358316]
["semantic hashing model", 3.091042453358316]
["semantic photo editing", 3.091042453358316]
["semantic term matching", 3.091042453358316]
["semantic video content", 3.091042453358316]
["semicontinuous version", 3.091042453358316]
["semistructured queries", 3.091042453358316]
["semisupervised content", 3.091042453358316]
["semisupervised deep da", 3.091042453358316]
["semisupervised fashion", 3.091042453358316]
["semisupervised machine", 3.091042453358316]
["semisupervised manners", 3.091042453358316]
["semisupervised smvccae", 3.091042453358316]
["sentence classifcation", 3.091042453358316]
["sentence driven models", 3.091042453358316]
["sentence feature space", 3.091042453358316]
["sentence level matches", 3.091042453358316]
["separate architectures", 3.091042453358316]
["separate gmmhmm system", 3.091042453358316]
["separate hidden layers", 3.091042453358316]
["separate latent spaces", 3.091042453358316]
["separate ranksvm model", 3.091042453358316]
["sequence specificities", 3.091042453358316]
["sequential application", 3.091042453358316]
["sequential data emerge", 3.091042453358316]
["sequential data exists", 3.091042453358316]
["sequential data stream", 3.091042453358316]
["sequential experiments", 3.091042453358316]
["sequential integration", 3.091042453358316]
["sequential monte carlo", 3.091042453358316]
["sequential time series", 3.091042453358316]
["sfchang  eecolumbiaedu", 3.091042453358316]
["sha f learning kernels", 3.091042453358316]
["shallow learning curve", 3.091042453358316]
["shallow neural methods", 3.091042453358316]
["shallow representation", 3.091042453358316]
["shallower counterparts", 3.091042453358316]
["share perturbed values", 3.091042453358316]
["shared characteristics", 3.091042453358316]
["shearwave elastography", 3.091042453358316]
["shortest path distance", 3.091042453358316]
["show promising results", 3.091042453358316]
["shows clear separation", 3.091042453358316]
["shuffle specific types", 3.091042453358316]
["sidebyside comparisons", 3.091042453358316]
["signalimage technology", 3.091042453358316]
["signifcant improvement", 3.091042453358316]
["significance threshold", 3.091042453358316]
["significant bottleneck", 3.091042453358316]
["significant ndcg gains", 3.091042453358316]
["significant physiology", 3.091042453358316]
["significant proportion", 3.091042453358316]
["significant variations", 3.091042453358316]
["similar attention maps", 3.091042453358316]
["similar case histories", 3.091042453358316]
["similar color cylinder", 3.091042453358316]
["similar dynamic ranges", 3.091042453358316]
["similar objects online", 3.091042453358316]
["similar representation", 3.091042453358316]
